threshold,coverage,accuracy
0.9985555344922048,0.24150566289140574,1.0
0.9985651077316744,0.23817455029980014,1.0
0.9985820902391898,0.23484343770819455,1.0
0.9986041086874555,0.23151232511658895,1.0
0.9986253960843418,0.22818121252498336,1.0
0.9986420208032695,0.22485009993337776,1.0
0.9986701624527206,0.22151898734177214,1.0
0.9986913002649251,0.21818787475016654,1.0
0.9987165023384458,0.21485676215856095,1.0
0.9987355978331778,0.21152564956695535,1.0
0.9987428044792533,0.20819453697534976,1.0
0.9987583645139702,0.20486342438374416,1.0
0.9987706632167114,0.20153231179213857,1.0
0.9987826763039857,0.19820119920053297,1.0
0.998795644780064,0.19487008660892738,1.0
0.9988234107742958,0.19153897401732178,1.0
0.9988433219395585,0.1882078614257162,1.0
0.998862053985868,0.1848767488341106,1.0
0.9988864788856473,0.181545636242505,1.0
0.998908243103501,0.1782145236508994,1.0
0.9989414931947272,0.1748834110592938,1.0
0.9989621617396133,0.1715522984676882,1.0
0.9989839655837435,0.16822118587608262,1.0
0.9989929053823825,0.16489007328447702,1.0
0.9990057498604866,0.16155896069287143,1.0
0.9990167415598218,0.15822784810126583,1.0
0.9990353675962617,0.15489673550966024,1.0
0.9990526812028857,0.15156562291805464,1.0
0.999077454440535,0.14823451032644902,1.0
0.9990982382985721,0.14490339773484343,1.0
0.999116504730391,0.14157228514323783,1.0
0.9991385366858474,0.13824117255163224,1.0
0.9991573583119323,0.13491005996002664,1.0
0.9991757351505738,0.13157894736842105,1.0
0.999193152772739,0.12824783477681545,1.0
0.9992177181320481,0.12491672218520986,1.0
0.9992374739333941,0.12158560959360426,1.0
0.9992553488817635,0.11825449700199867,1.0
0.9992748764830897,0.11492338441039307,1.0
0.9992905199470473,0.11159227181878748,1.0
0.9993121235158493,0.10826115922718188,1.0
0.9993422436974922,0.10493004663557629,1.0
0.9993550579610437,0.10159893404397069,1.0
