threshold,coverage,automatic_accuracy,automatic_tickets
0.7477756351666789,0.18645484949832775,0.9988789237668162,892
0.7481451066376507,0.18457357859531773,0.9988674971687429,883
0.748374472705348,0.18248327759197325,0.9988545246277205,873
0.7488065742748332,0.1806020066889632,0.9988425925925926,864
0.7490283540724245,0.17851170568561872,0.9988290398126464,854
0.7492970897506646,0.1766304347826087,0.9988165680473373,845
0.7496012486649021,0.17454013377926422,0.9988023952095808,835
0.7499127374805367,0.17265886287625418,0.9987893462469734,826
0.750112051993925,0.1705685618729097,0.9987745098039216,816
0.7504499211270172,0.16847826086956522,1.0,806
0.7507037432118381,0.16659698996655517,1.0,797
0.7509473985764278,0.1645066889632107,1.0,787
0.7511392534031524,0.16262541806020067,1.0,778
0.7513750951997419,0.1605351170568562,1.0,768
0.7516676658972968,0.15865384615384615,1.0,759
0.7518846234708747,0.15656354515050167,1.0,749
0.7522030985992817,0.15468227424749165,1.0,740
0.7525688545086333,0.15259197324414717,1.0,730
0.7528063972226469,0.15071070234113712,1.0,721
0.7530048913135513,0.14862040133779264,1.0,711
0.7532621805995966,0.14673913043478262,1.0,702
0.7534732333719678,0.14464882943143811,1.0,692
0.7539248978243751,0.14255852842809363,1.0,682
0.7541543384337848,0.14067725752508362,1.0,673
0.7543848003742128,0.13858695652173914,1.0,663
0.7546475082123079,0.1367056856187291,1.0,654
0.7548915302154742,0.1346153846153846,1.0,644
0.7551795777225003,0.1327341137123746,1.0,635
0.7554466398169337,0.1306438127090301,1.0,625
0.755696142606019,0.12876254180602006,1.0,616
0.7560663083493437,0.12667224080267558,1.0,606
0.7563500194298249,0.12479096989966555,1.0,597
0.7567575690761406,0.12270066889632107,1.0,587
0.7570510531663291,0.12081939799331104,1.0,578
0.7574334799872049,0.11872909698996656,1.0,568
0.757792831222561,0.11684782608695653,1.0,559
0.7581767392778173,0.11475752508361205,1.0,549
0.7584741499939844,0.11266722408026755,1.0,539
0.7586387860686379,0.11078595317725752,1.0,530
0.7588650886195009,0.10869565217391304,1.0,520
0.7591627185532276,0.10681438127090301,1.0,511
0.7594600514802975,0.10472408026755853,1.0,501
0.7596502451989363,0.1028428093645485,1.0,492
0.7599056513263742,0.10075250836120402,1.0,482
