threshold,coverage,accuracy,tickets
0.9990697129700463,0.4198106919077456,1.0,3149
0.9990964699208826,0.41781095853886147,1.0,3134
0.9991204702987458,0.4158112251699773,1.0,3119
0.9991338630104744,0.41381149180109317,1.0,3104
0.9991543749466453,0.411811758432209,1.0,3089
0.9991714525112609,0.40981202506332487,1.0,3074
0.9991957581319604,0.4078122916944407,1.0,3059
0.9992085402688817,0.40581255832555657,1.0,3044
0.9992294554217754,0.4038128249566724,1.0,3029
0.9992507907359321,0.4018130915877883,1.0,3014
0.9992754475013522,0.3998133582189041,1.0,2999
0.9992903361399802,0.39781362485002,1.0,2984
0.9993089082618706,0.3958138914811358,1.0,2969
0.9993361316268411,0.3938141581122517,1.0,2954
0.9993530536002754,0.39181442474336753,1.0,2939
0.9993722415918661,0.3898146913744834,1.0,2924
0.9993974334786822,0.38781495800559923,1.0,2909
0.9994128626562118,0.3858152246367151,1.0,2894
0.9994291407749268,0.38381549126783093,1.0,2879
0.9994622248903988,0.3818157578989468,1.0,2864
0.9994720529351641,0.37994934008798825,1.0,2850
0.9994848733791356,0.3779496067191041,1.0,2835
0.9995010003371332,0.37594987335021995,1.0,2820
0.9995172507710519,0.3739501399813358,1.0,2805
0.9995339767674339,0.37195040661245166,1.0,2790
0.9995522280529521,0.3699506732435675,1.0,2775
0.9995644786268513,0.36795093987468336,1.0,2760
0.9995753829923125,0.3659512065057992,1.0,2745
0.9995960998467519,0.36395147313691506,1.0,2730
0.9996063631016392,0.3619517397680309,1.0,2715
0.9996194360854354,0.35995200639914676,1.0,2700
0.9996342772876806,0.3579522730302626,1.0,2685
0.9996419886605964,0.35595253966137846,1.0,2670
0.9996566246621029,0.3539528062924943,1.0,2655
0.9996656731623612,0.35195307292361017,1.0,2640
0.9996758202492373,0.349953339554726,1.0,2625
0.9996912516374202,0.34795360618584187,1.0,2610
0.9997056825431895,0.3459538728169577,1.0,2595
0.9997190067139424,0.34395413944807357,1.0,2580
0.9997307180727066,0.3419544060791894,1.0,2565
0.9997417412217394,0.3399546727103053,1.0,2550
0.9997516138251531,0.3379549393414211,1.0,2535
0.9997596759873593,0.3360885215304626,1.0,2521
0.9997791818249608,0.33408878816157844,1.0,2506
0.9997874062440835,0.3320890547926943,1.0,2491
0.9997935969131322,0.33008932142381014,1.0,2476
0.9998045386136842,0.328089588054926,1.0,2461
0.999812578052409,0.32608985468604185,1.0,2446
0.9998229734237974,0.3240901213171577,1.0,2431
0.999831384195373,0.32209038794827355,1.0,2416
0.9998379402457184,0.3200906545793894,1.0,2401
0.9998432829698998,0.31809092121050525,1.0,2386
0.999849766330991,0.3160911878416211,1.0,2371
0.9998577664295557,0.31409145447273695,1.0,2356
0.9998641806160614,0.3120917211038528,1.0,2341
0.9998723366103306,0.31009198773496865,1.0,2326
0.9998766964329883,0.3080922543660845,1.0,2311
0.9998823149257433,0.30609252099720036,1.0,2296
0.9998895683152805,0.3040927876283162,1.0,2281
0.9998949791504896,0.30209305425943206,1.0,2266
0.9998983248957048,0.3000933208905479,1.0,2251
0.9999040248786865,0.29809358752166376,1.0,2236
0.9999067293583536,0.2960938541527796,1.0,2221
0.9999116487448102,0.29409412078389546,1.0,2206
0.9999159874343906,0.29222770297293693,1.0,2192
0.9999192204861966,0.2902279696040528,1.0,2177
